,id,cuisine
7378,49196,moroccan
20890,20837,southern_us
1685,32237,chinese
1201,23436,chinese
3767,31756,indian
37546,15395,italian
31125,36084,indian
21320,44743,italian
18196,47862,italian
4094,37186,korean
29815,37841,japanese
25786,14255,japanese
9367,22726,mexican
8850,32210,southern_us
19522,30362,italian
30209,47569,chinese
14230,49384,mexican
16373,18566,jamaican
12292,36054,italian
8351,49626,italian
8802,48916,italian
21180,15819,chinese
19340,2662,moroccan
28121,18740,italian
10092,20050,mexican
32200,45595,mexican
4539,38870,mexican
24856,44328,indian
28984,11776,chinese
11983,45287,indian
1118,22247,greek
4845,6935,mexican
25234,36765,french
4918,25271,italian
1147,47016,jamaican
13802,3411,mexican
642,4111,mexican
35723,18148,italian
10404,19606,mexican
8633,11840,vietnamese
38509,2390,mexican
3820,30113,italian
34567,3777,moroccan
9295,30120,indian
11597,23702,italian
3173,8078,southern_us
25842,48375,french
36313,31751,italian
22797,43371,moroccan
20134,10615,italian
12952,11984,mexican
15320,28087,italian
1915,16711,mexican
30398,17987,italian
13175,42292,mexican
21022,43195,italian
37441,2182,moroccan
2086,35219,chinese
18571,311,cajun_creole
13875,27529,mexican
1152,27212,southern_us
9546,44511,thai
37642,26376,italian
3026,3076,mexican
30356,47962,italian
3095,40460,cajun_creole
33413,41082,italian
38126,19375,filipino
17515,9261,indian
23948,39677,southern_us
14842,35215,chinese
10413,23605,italian
19497,17890,italian
25646,39507,southern_us
764,4292,italian
33531,30119,french
25910,41856,moroccan
19555,39887,chinese
36049,37404,italian
14759,9813,italian
11879,27942,southern_us
15929,15446,italian
1965,11769,cajun_creole
15775,2557,cajun_creole
3396,21230,thai
37262,22831,chinese
26037,19863,southern_us
11144,17228,italian
37044,49447,irish
2492,26442,southern_us
17682,24405,vietnamese
2019,5204,mexican
37716,37938,mexican
3313,45437,japanese
10110,23596,vietnamese
14043,16802,french
17850,37596,italian
3638,5067,southern_us
29742,30553,mexican
767,15077,french
32156,41873,moroccan
1394,39661,italian
10492,37851,mexican
4746,17112,italian
16135,8365,italian
4897,36901,italian
31753,49539,mexican
15423,6204,italian
10606,15687,greek
26834,42871,italian
9026,44859,italian
32162,23682,french
32863,34794,mexican
26949,26927,italian
1475,7178,southern_us
2135,9416,chinese
18558,24207,japanese
5465,35389,italian
39478,3436,mexican
1712,23251,italian
1759,10899,irish
34463,41312,thai
20540,38037,indian
10420,1706,moroccan
20835,27403,mexican
11032,687,italian
31540,892,mexican
12041,29947,italian
9949,9103,thai
24603,47983,italian
24969,3287,mexican
25960,21862,indian
23184,42031,italian
33708,7926,southern_us
19093,24553,italian
31955,2720,italian
30055,7909,indian
13177,26948,southern_us
5534,16849,italian
2531,6312,moroccan
26777,36300,french
17152,742,japanese
6330,15039,italian
38433,46060,cajun_creole
28427,43624,vietnamese
7384,37687,japanese
31566,8412,mexican
10655,29164,vietnamese
1517,29172,moroccan
24027,48495,moroccan
9405,4902,moroccan
8667,37343,southern_us
6124,43091,italian
9860,46942,chinese
21545,13369,italian
4771,7987,mexican
1235,16037,mexican
29408,39311,italian
26010,61,thai
31588,9364,thai
20406,16657,italian
13396,2166,indian
1127,17522,chinese
3101,19671,mexican
26103,13049,mexican
11997,22559,mexican
4057,48574,mexican
15269,18703,mexican
894,24047,italian
4702,27079,italian
15125,42677,indian
12619,48910,moroccan
17555,23749,italian
13002,31256,mexican
31938,23993,moroccan
347,48080,italian
35125,6135,italian
33569,28882,southern_us
31980,26655,moroccan
15834,21727,italian
9842,3936,mexican
17847,31814,mexican
22775,43671,mexican
10776,46565,spanish
7779,27673,southern_us
12146,5974,greek
27736,18597,italian
2466,10999,moroccan
28587,504,japanese
30336,8054,vietnamese
5684,7789,italian
4757,2544,mexican
7769,6668,mexican
37349,19971,indian
38972,11027,french
18867,435,japanese
20681,5314,chinese
12358,46054,moroccan
6506,49371,japanese
4655,42946,italian
34417,49496,thai
16336,18631,french
15368,12479,moroccan
10935,42184,irish
38189,5888,vietnamese
30059,25797,southern_us
23690,12237,italian
26244,44784,mexican
4306,35536,southern_us
30050,4013,french
16698,43677,indian
39450,8882,southern_us
8191,1310,indian
14019,9608,chinese
34624,32444,mexican
25161,46665,southern_us
13688,8405,italian
21976,25682,southern_us
11441,20594,italian
24261,1611,italian
32138,17035,moroccan
21446,34547,irish
36118,49182,italian
33277,36184,chinese
17468,27757,southern_us
22794,27090,french
38504,19542,indian
37211,47931,italian
37442,30393,japanese
35882,35007,greek
17266,48145,mexican
695,48354,greek
36894,12944,chinese
18938,18765,italian
37487,47311,italian
37608,15268,thai
15086,43398,chinese
4780,14147,french
2154,29193,russian
10537,2076,chinese
22693,41669,mexican
11634,23517,italian
31814,1229,italian
32540,34298,greek
29323,16773,vietnamese
3921,8056,thai
33959,31465,french
13307,10114,southern_us
34245,39634,indian
17625,42785,japanese
18869,48931,cajun_creole
34450,36012,japanese
11276,49470,chinese
418,45990,thai
10208,17699,thai
7400,2074,moroccan
27200,15396,southern_us
19289,1242,italian
28447,15983,italian
4389,14621,italian
1260,10461,indian
24520,22730,italian
3893,34701,italian
32981,22008,korean
29880,49192,cajun_creole
23950,8499,italian
13087,45543,italian
26688,17743,indian
21114,27464,italian
19745,40330,russian
25478,45019,italian
5599,16367,thai
29763,38722,italian
10188,42747,chinese
21339,25249,italian
32454,28316,mexican
36803,5187,mexican
27535,39062,indian
8268,25487,chinese
37246,16274,italian
27026,29439,mexican
8928,26335,indian
21743,26018,korean
250,19691,italian
34557,9129,french
35022,9587,irish
11825,9242,greek
35398,7363,italian
34239,48316,italian
35214,13989,italian
7813,46590,italian
29253,20521,italian
4927,20626,indian
33172,33299,southern_us
24683,7204,french
38368,26911,italian
5506,34891,thai
31872,8463,italian
26562,31194,italian
14775,48996,cajun_creole
6042,19303,chinese
2775,18042,cajun_creole
28917,38102,italian
18286,35184,southern_us
21863,21703,southern_us
21224,40339,irish
14535,5450,japanese
15894,1343,thai
6953,29277,italian
28122,37643,chinese
36301,32477,mexican
11137,39515,southern_us
6764,231,mexican
37521,912,italian
39508,17415,italian
15931,10360,french
7470,19405,cajun_creole
30481,22782,thai
38249,45034,french
38229,36616,italian
38101,13156,italian
34032,31768,cajun_creole
31350,6551,mexican
16466,17204,mexican
28488,34306,italian
11938,38760,indian
18972,38615,italian
1316,20965,indian
15007,26008,italian
9912,25641,cajun_creole
38708,45850,chinese
7743,17344,italian
28566,27631,italian
27867,43724,southern_us
8729,17162,italian
4372,68,chinese
33227,22298,southern_us
11839,42155,mexican
32689,32832,italian
15326,47014,mexican
35448,18908,italian
38979,41556,italian
15289,3885,cajun_creole
10501,6833,italian
14965,30429,cajun_creole
25845,43067,italian
4644,12282,italian
26722,22148,southern_us
16069,6474,vietnamese
10176,38489,mexican
27468,12384,mexican
14985,46640,indian
29378,20401,italian
10471,34165,mexican
1747,30097,french
21049,2525,moroccan
6020,10808,italian
30449,9517,italian
17041,5354,italian
8082,9485,southern_us
4500,46078,chinese
37409,17377,moroccan
2883,26454,jamaican
4715,888,southern_us
31851,10960,italian
33603,22061,moroccan
26683,34358,italian
11091,28778,italian
16613,3798,southern_us
34717,2788,french
19502,3488,italian
21042,38158,italian
14053,6354,italian
25125,5997,chinese
19807,38852,thai
32078,33862,chinese
26392,29215,japanese
8478,31372,italian
17035,22360,mexican
21539,2482,italian
37220,27192,french
15889,33031,italian
19243,5795,moroccan
29487,1574,moroccan
11748,6890,southern_us
21785,7599,southern_us
17200,47578,indian
611,16340,mexican
35338,2773,italian
6874,18748,southern_us
18285,12963,italian
4548,7104,cajun_creole
16994,23166,thai
8002,891,italian
39650,35635,french
8900,21899,southern_us
31644,32068,italian
12602,30105,italian
35921,42893,italian
27850,33153,mexican
1808,17880,cajun_creole
7984,25220,moroccan
39002,25808,italian
28752,21773,japanese
20473,33921,southern_us
17754,3872,mexican
16501,49271,chinese
20726,31977,japanese
39127,21996,italian
1810,19475,japanese
34778,14054,mexican
32706,21743,southern_us
35676,40455,moroccan
1157,34521,italian
2843,10715,indian
3115,9652,vietnamese
12686,34644,chinese
16615,18054,mexican
31198,47961,southern_us
18233,34316,italian
6788,16500,moroccan
5447,27170,mexican
36414,49422,french
28090,48832,italian
36316,6608,italian
37914,36136,moroccan
26322,11724,korean
9249,8459,moroccan
8216,7828,moroccan
12681,14131,french
23849,35655,italian
36246,4508,moroccan
7736,3098,irish
34519,17163,indian
23018,10176,indian
9976,5332,southern_us
35434,4383,mexican
21522,12459,southern_us
8676,33918,moroccan
895,2033,mexican
34195,47003,moroccan
27723,33485,cajun_creole
1416,7950,korean
38332,41029,indian
20115,22962,italian
25174,4725,thai
603,689,southern_us
24350,40710,mexican
4684,45143,moroccan
704,4442,italian
33441,12290,italian
28953,25499,italian
5224,30133,italian
38413,33741,italian
7229,2595,greek
35185,32379,southern_us
36576,33572,southern_us
32745,38098,southern_us
29550,40207,greek
23004,38011,italian
20481,31097,thai
31137,14573,italian
24280,8261,mexican
27665,48353,italian
11874,16175,italian
12117,39485,russian
15065,13447,indian
18156,3579,italian
6490,34552,italian
2298,20745,mexican
16224,39967,moroccan
33879,7731,southern_us
12200,14044,southern_us
24397,48337,moroccan
1982,37078,southern_us
12333,5373,italian
13294,11807,moroccan
29586,11193,thai
19690,4,italian
28572,8446,chinese
28632,23350,italian
23320,38973,cajun_creole
17666,9233,mexican
12740,20883,italian
9298,13824,greek
31522,38488,italian
5511,18156,moroccan
4739,40873,cajun_creole
27438,19531,greek
35204,45070,italian
21107,28601,moroccan
885,6578,indian
38378,32701,thai
37485,26863,chinese
2104,38171,italian
37985,49248,chinese
24201,37985,russian
4458,37719,italian
26104,11666,southern_us
1381,47973,indian
34383,1937,italian
32599,37400,italian
14265,9368,chinese
23547,41130,chinese
14025,37531,southern_us
27161,10568,moroccan
21585,36835,mexican
2508,17996,southern_us
16776,1819,chinese
28979,24888,italian
17096,43323,italian
30769,29195,italian
34075,15644,italian
38712,15593,thai
10901,31477,moroccan
24700,46396,italian
23570,26846,indian
5607,12133,french
18561,22076,french
28225,15689,moroccan
20149,5650,italian
27369,18008,italian
18790,44981,italian
12996,22854,mexican
27356,19942,italian
33239,34044,jamaican
20040,8827,french
8319,34561,italian
22090,45284,mexican
19535,28869,italian
13911,30921,french
17554,8752,mexican
37343,7854,italian
29335,43686,thai
38740,38828,jamaican
7557,45028,italian
26987,16129,southern_us
17226,28992,chinese
20869,40694,italian
21494,22789,irish
33355,19849,moroccan
22298,36294,greek
27063,31808,chinese
22064,49534,italian
26621,9669,mexican
15865,36211,moroccan
3321,24509,chinese
9816,27661,italian
37905,39851,indian
20190,13373,italian
6779,34565,southern_us
7248,16001,chinese
39552,14332,mexican
4928,23938,italian
399,38754,italian
31395,46894,jamaican
20232,9535,chinese
3500,44841,italian
30524,14776,mexican
37856,3732,jamaican
2125,48292,thai
19885,35250,indian
34537,4354,italian
23089,6747,italian
15496,1958,indian
21360,40465,moroccan
39422,43231,italian
19571,30448,mexican
8301,20715,italian
31138,12325,southern_us
21792,27906,southern_us
21588,44795,thai
7576,15499,chinese
24616,13065,southern_us
24566,12718,thai
29728,15806,italian
4610,12702,italian
5229,44713,indian
9108,31930,chinese
2465,44903,chinese
8093,9621,greek
3881,16196,southern_us
29437,44996,mexican
37780,35268,italian
16744,44231,indian
34897,38243,italian
17673,3162,cajun_creole
3212,43817,italian
32998,39307,thai
29158,21075,japanese
17404,34381,mexican
11629,23860,southern_us
14367,19037,french
37502,6012,italian
39196,2157,italian
10062,48040,italian
11198,45099,italian
11056,46817,moroccan
19485,12343,mexican
6349,33030,southern_us
4679,33576,italian
39677,48365,italian
26164,43373,mexican
17717,33002,french
29244,15651,italian
8075,35494,french
23621,29635,italian
24541,23745,moroccan
36183,13246,italian
13794,24388,italian
27544,24581,italian
31668,4720,greek
29074,39183,italian
23617,11558,thai
27541,33169,italian
28736,4674,chinese
9268,24851,mexican
20745,35133,italian
13343,38194,moroccan
10309,35693,italian
21492,20830,italian
18360,4869,southern_us
33683,2218,italian
9036,17036,mexican
23697,1376,vietnamese
9877,22510,moroccan
18703,25949,italian
31497,1237,italian
7043,45029,italian
22706,47997,italian
31024,44929,southern_us
20046,3575,vietnamese
1834,16165,vietnamese
19004,39057,indian
22942,48200,italian
8690,6215,southern_us
29521,26821,cajun_creole
22448,7553,cajun_creole
4546,44528,italian
1140,37233,italian
21023,41445,moroccan
26000,16259,italian
28315,32032,jamaican
23844,44453,cajun_creole
15938,24100,french
5090,10790,moroccan
38238,45347,cajun_creole
32311,14871,korean
22934,16763,japanese
29050,8765,chinese
20404,1612,korean
39004,8180,french
706,41957,greek
2264,15794,italian
15243,13507,moroccan
795,20364,greek
31544,32967,french
13188,40871,moroccan
12114,30338,italian
1650,11671,italian
26771,2642,italian
31786,14284,mexican
35284,39192,italian
8022,36473,moroccan
18115,15382,thai
22698,22675,italian
33815,43250,italian
27647,9133,italian
4945,16558,mexican
23308,44934,vietnamese
38298,25345,italian
20624,15672,italian
25282,28225,spanish
14964,49084,mexican
31978,44832,french
2877,38631,southern_us
31460,3611,italian
30999,23307,mexican
24479,27113,italian
37601,17730,italian
12500,9936,chinese
21246,28268,greek
19823,44501,filipino
29687,47100,mexican
15385,34751,chinese
34705,8381,italian
22634,43939,southern_us
17967,30397,french
20212,46791,italian
38462,4268,indian
24015,39288,mexican
24022,14878,mexican
9997,37477,moroccan
23786,7741,chinese
3385,12986,chinese
192,27023,jamaican
15156,7120,japanese
29693,48971,moroccan
32961,20125,indian
30696,7469,mexican
16174,11117,filipino
6644,46342,korean
9310,10168,italian
37555,28019,chinese
34943,31579,italian
24857,48898,mexican
29743,31491,italian
3622,2150,italian
25485,39943,chinese
27346,9428,mexican
37629,13870,mexican
10808,32492,italian
6598,31383,indian
15189,8942,mexican
29637,37864,chinese
25778,46317,southern_us
34992,44869,italian
5647,27768,cajun_creole
3665,4990,southern_us
35497,4656,mexican
27931,31805,indian
1123,14318,italian
28955,12307,italian
12067,44201,thai
36350,32533,southern_us
34467,16353,italian
21073,12260,vietnamese
12518,18075,korean
248,40403,italian
12770,17933,italian
21145,7710,italian
24867,6065,mexican
15420,21104,southern_us
35076,20738,french
23142,6758,italian
36233,16505,italian
12494,36417,indian
7898,22482,southern_us
26807,37309,italian
2773,38264,french
38172,39054,chinese
16853,45783,italian
22392,49663,thai
2486,46059,jamaican
38492,45663,mexican
21766,43166,italian
9893,30765,italian
16388,26293,cajun_creole
35155,15769,chinese
39218,43334,italian
39174,26876,thai
34546,40582,italian
36772,43856,cajun_creole
13216,31959,moroccan
6623,20987,italian
32171,35609,chinese
78,29061,chinese
4585,23165,indian
31013,32064,southern_us
23753,37644,moroccan
28522,42492,cajun_creole
4825,16248,mexican
6331,45772,italian
38885,21193,italian
24074,48922,moroccan
32908,37178,thai
1736,42671,southern_us
23080,10018,mexican
7074,10054,spanish
28333,21796,chinese
5526,4414,vietnamese
35171,22785,cajun_creole
21370,29902,moroccan
6771,10893,italian
34105,4790,southern_us
19202,17794,italian
26084,33037,mexican
2717,43194,italian
39106,32891,indian
23125,42520,indian
13552,45264,italian
621,26380,italian
13221,35011,southern_us
39017,15524,indian
33618,46261,italian
32443,27216,irish
15967,23626,japanese
2862,40213,moroccan
8800,11636,italian
25873,40633,italian
21357,40026,jamaican
14889,12782,mexican
1296,37600,russian
16084,30259,italian
23958,46389,thai
29713,23542,mexican
10889,16322,moroccan
7184,30824,indian
34025,4607,italian
31972,17087,chinese
1809,34117,chinese
38967,27443,russian
25037,6157,italian
6430,14140,moroccan
19097,3728,cajun_creole
220,15273,italian
16864,17563,italian
39763,44798,italian
13360,34000,italian
5104,22277,french
11062,34861,italian
21486,43369,mexican
20511,26049,chinese
36386,29455,italian
12789,41724,southern_us
37836,26119,indian
20917,48022,italian
1579,12485,greek
29062,26204,french
4138,25312,vietnamese
6950,5826,french
10107,40685,moroccan
18460,13821,chinese
14109,9231,moroccan
24218,44552,italian
1366,30670,italian
2797,38163,mexican
26970,11417,italian
4248,32269,greek
27113,5792,southern_us
5484,3355,italian
13088,10853,italian
25579,42085,chinese
37420,34622,southern_us
16052,31426,mexican
14369,9377,italian
25283,48481,italian
36647,39495,moroccan
13300,31996,italian
30260,27992,italian
15424,15786,thai
31949,5754,vietnamese
17974,16976,italian
1963,24702,mexican
4952,36355,italian
10608,48048,indian
31857,18884,brazilian
27370,37235,italian
7214,2497,italian
3957,34832,mexican
24345,43418,italian
37281,45228,italian
5789,5307,french
11310,31742,southern_us
1981,45789,italian
15226,21968,italian
29625,645,italian
21342,8155,moroccan
35440,6989,italian
6403,45090,italian
13219,46114,mexican
11519,4426,italian
8901,2758,moroccan
9018,47794,japanese
19610,11771,southern_us
14880,47177,thai
39330,23791,italian
15415,2282,italian
15898,27562,italian
37818,27701,vietnamese
3225,49184,chinese
37029,7199,jamaican
8648,40705,italian
971,13175,mexican
19799,34398,greek
12793,15207,italian
14546,8778,southern_us
20508,19040,thai
22583,44602,italian
31913,11639,mexican
27167,18272,indian
32265,2249,moroccan
34915,49203,mexican
22530,34009,chinese
2684,7568,mexican
17926,44423,mexican
32022,47226,italian
32302,1194,italian
18258,15738,moroccan
32012,28094,mexican
1006,9543,chinese
35950,44526,mexican
15485,20233,southern_us
19471,42579,italian
6500,11172,korean
3368,7594,chinese
29711,16013,italian
18495,977,southern_us
28690,26593,french
35743,28517,moroccan
31463,28536,jamaican
38038,26213,indian
37784,46178,southern_us
35851,29866,italian
5907,48958,italian
2085,26804,french
16497,11121,moroccan
23352,8887,thai
17125,16601,southern_us
24434,4441,moroccan
22857,22649,italian
9933,4373,italian
28681,4361,italian
16437,48214,italian
5667,16869,thai
2643,41518,cajun_creole
18569,36619,italian
24250,39336,italian
31271,18248,jamaican
21454,27837,italian
26753,2741,italian
15253,2135,french
36726,17064,moroccan
7520,2023,italian
20612,43262,mexican
31145,15792,moroccan
33786,34046,chinese
18663,27236,italian
19747,31803,japanese
12215,21619,southern_us
23732,45880,southern_us
7986,47193,southern_us
1795,9524,chinese
37808,26779,italian
34196,35997,southern_us
30875,5910,italian
32371,25380,southern_us
9484,6462,thai
27302,46103,mexican
5320,13172,italian
1398,17623,mexican
30963,38803,italian
17390,2217,italian
19766,26129,italian
13707,40150,italian
33027,7269,indian
14820,8576,italian
13273,14585,moroccan
6758,49402,italian
39113,41125,french
483,40182,italian
35956,45307,chinese
12432,11321,italian
9032,15383,italian
36837,3013,mexican
12055,47831,italian
34404,34447,chinese
5390,21622,french
12122,1593,chinese
35961,12244,moroccan
26810,18396,mexican
3758,36276,vietnamese
5132,43287,moroccan
2287,22415,southern_us
17094,10391,italian
3229,1479,moroccan
31000,25830,chinese
23743,40479,italian
19360,23308,italian
8580,19632,southern_us
7371,28417,cajun_creole
12893,9650,cajun_creole
37396,15797,mexican
24728,28113,italian
13012,26912,moroccan
22982,796,southern_us
2562,35414,irish
39619,39077,italian
5926,30703,italian
23220,24213,italian
27654,2306,chinese
11562,47121,chinese
17610,12176,southern_us
20859,45811,italian
1885,38956,southern_us
6223,2598,french
5736,22695,italian
14336,4716,greek
5443,27230,italian
9432,968,korean
2013,5317,vietnamese
12645,44465,moroccan
37344,32436,italian
19680,41158,italian
8294,44980,italian
6798,33784,southern_us
202,7528,italian
19249,6945,mexican
3870,38352,italian
25645,34384,italian
7192,17370,mexican
15417,13328,mexican
38580,47899,southern_us
35042,10576,mexican
8908,43128,chinese
25067,34853,mexican
19651,45274,italian
27457,20644,vietnamese
10762,48768,korean
3490,3445,italian
27522,7121,mexican
17499,33409,italian
11846,29736,italian
9376,38761,italian
34650,16019,mexican
36162,14483,italian
18728,3159,spanish
14846,34612,italian
20932,31539,mexican
10542,11537,french
23889,39930,vietnamese
11831,34399,cajun_creole
30491,13750,italian
14610,18764,italian
5407,29139,thai
6216,39893,mexican
22238,17288,indian
3153,41526,italian
31343,38494,italian
24675,2616,italian
12539,4109,french
15277,13028,italian
539,5659,moroccan
10838,10137,brazilian
13680,25744,moroccan
20634,19009,southern_us
20983,25224,indian
28609,1401,italian
17685,43921,chinese
16136,28108,southern_us
28375,28949,southern_us
9829,8050,chinese
24259,44690,italian
3749,20247,italian
14544,29662,french
5772,2776,italian
9814,37691,italian
21254,26756,indian
6501,25991,thai
30190,12793,mexican
27105,6762,italian
33985,42294,italian
23934,21961,southern_us
39038,28122,chinese
29939,6513,vietnamese
7295,40210,italian
3306,20000,mexican
28514,22650,italian
14398,34850,moroccan
35278,45232,italian
10415,30648,moroccan
29076,3901,cajun_creole
24569,21274,southern_us
19609,18374,italian
37354,46019,southern_us
11970,38299,mexican
7609,30870,moroccan
796,18219,southern_us
21139,7455,thai
8607,38169,southern_us
31586,13907,southern_us
39529,22718,indian
15111,17761,mexican
25982,46369,moroccan
14766,14802,irish
2005,30490,mexican
36536,31106,mexican
20261,32406,cajun_creole
14217,10501,southern_us
19983,25962,mexican
26398,18360,mexican
17330,1478,french
23516,40534,italian
12409,41597,cajun_creole
24490,22189,thai
29967,7131,vietnamese
6537,13738,italian
21189,27979,moroccan
11064,710,thai
31416,12072,chinese
38620,13173,moroccan
11584,33223,mexican
27559,38017,thai
98,8753,italian
4316,45705,southern_us
29701,33231,southern_us
13350,7995,mexican
156,31867,italian
38339,25036,french
7016,49269,italian
3317,11909,southern_us
4068,28608,italian
4461,6563,italian
6918,36360,thai
4156,29514,italian
25447,32305,southern_us
39635,22323,moroccan
20622,19114,moroccan
35894,5071,chinese
36874,43458,italian
33842,36576,italian
35690,39760,southern_us
7087,31937,italian
23370,43793,chinese
6908,19423,italian
33873,4345,greek
29684,31869,irish
17439,32699,italian
7213,28704,french
5359,10739,italian
27800,36805,italian
4363,29450,moroccan
30878,10313,italian
18421,6019,italian
18243,3989,mexican
33860,19474,greek
30954,40487,italian
8954,48844,moroccan
6338,19100,mexican
7058,44151,italian
15457,28213,thai
15652,47052,greek
13311,38688,chinese
18981,37409,moroccan
11320,14793,moroccan
15562,32913,mexican
31916,35842,italian
9306,38801,indian
11312,9516,chinese
16514,15611,mexican
20400,17243,jamaican
38603,46782,russian
37682,33254,italian
31963,1471,french
3170,22271,japanese
33759,4266,indian
